confidence,file_name,transcript
0.4790567457675934,sample786-25818-20200501-0442.wav,a m
0.6054109334945679,sample116-25818-20200501-0941.wav,a blast from the a second alarm to go off in fact about
0.6892131567001343,sample724-25818-20200501-1210.wav,a c m 11
0.8010028004646301,sample92-25818-20200501-0941.wav,a van a t show a joke to 19219 South Street
0.8074748516082764,sample635-25818-20200501-1439.wav,but I'm trying to e v we went through a window e found a party a m s / housing e went through the window
0.6433475613594055,sample697-25818-20200501-0243.wav,407
0.7874755859375,sample167-25818-20200501-1040.wav,V
0.6260353922843933,sample167-25818-20200501-1040.wav, a t
0.6838474273681641,sample271-25818-20200501-1509.wav,v a d t s go ahead
0.605568528175354,sample1243-25818-20200501-1310.wav,a table r s m a
0.795434296131134,sample396-25818-20200501-1140.wav,c m s said that they were told by somebody up here that they r r r. They walked off and went downstairs s a m a r k c s m e v c / e v
0.7184461951255798,sample217-25818-20200501-0612.wav,s for calling Broadway s o r
0.6641526818275452,sample52-25818-20200501-1240.wav,when i t v. C s v a 13 r a tan v a second r a v o e
0.8053818345069885,sample52-25818-20200501-1240.wav, s m
0.7544499039649963,sample851-25818-20200501-0044.wav,/ C what time did you C them on V O A Street e a m i have that thank you
0.7520400285720825,sample611-25818-20200501-0313.wav,/ R / what o m r s
0.6742085814476013,sample611-25818-20200501-0313.wav, s s r o a r r s c m callback
0.6450167298316956,sample128-25818-20200501-0941.wav,r o v c
0.6331409215927124,sample1022-25818-20200501-0343.wav,and I'm going to be c c t all right
0.7577287554740906,sample159-25818-20200501-1040.wav,for the C
0.7082467675209045,sample159-25818-20200501-1040.wav, m e l t c a t cancel
0.6608008742332458,sample1035-25818-20200501-1110.wav,C / tennis a text
0.8136164546012878,sample1035-25818-20200501-1110.wav, yes
0.750744640827179,sample1232-25818-20200501-1310.wav,"Island, 47th Street r o m s t a c v 7 v o one a t / t v 4 7 8 3 Highland, t r e 7th r e v s a v"
0.6953689455986023,sample463-25818-20200501-0841.wav,one o control e 421 else
0.5821908116340637,sample1097-25818-20200501-0811.wav,a m
0.6953864097595215,sample412-25818-20200501-1140.wav,not have a spring for something else I O
0.46437233686447144,sample882-25818-20200501-0044.wav,s r 13
0.7842850685119629,sample882-25818-20200501-0044.wav, please r a r questions for d v o a 20 v r r v / d t 25 r r s a o c r t.
0.7727221250534058,sample882-25818-20200501-0044.wav, / t v
0.4047117233276367,sample755-25818-20200501-1210.wav,thank you a t a m r i
0.7373278141021729,sample81-25818-20200501-1240.wav,/ s a let me know if you self
0.8199700117111206,sample644-25818-20200501-1439.wav,medical a r v a $12 C Street Hyde Park / 28 / medical s s a $12 C Street Hyde Park v r s Fox / e s 3-1 r a / a ballast r e 1417
0.746263861656189,sample12-25818-20200501-0413.wav,7113 O Street E 350 for 14
0.7662588357925415,sample1044-25818-20200501-1110.wav,s r 9/2 and 2:40 to 1 c v m r a e c a v v m o s a
