,0,1
0,42.4072107,-71.3824374
1,42.4786955,-71.55041229999999
2,42.1566415,-71.48893079999999
3,42.4786955,-71.55041229999999
4,42.4786955,-71.55041229999999
5,42.4125528,-71.1486498
6,42.3954939,-71.1185783
7,42.4072107,-71.3824374
8,42.4072107,-71.3824374
9,42.4072107,-71.3824374
10,42.4211198,-71.0676361
11,42.4072107,-71.3824374
12,42.2565289,-71.1240559
13,42.4072107,-71.3824374
14,42.6242251,-73.1174344
15,42.2495321,-71.0661653
16,39.2837213,-76.6707674
17,42.4473497,-71.2271531
18,42.4072107,-71.3824374
19,42.4072107,-71.3824374
20,42.3649691,-71.0535143
21,42.6103073,-70.8732273
22,42.4072107,-71.3824374
23,42.4072107,-71.3824374
24,42.3354464,-71.0366219
25,42.356919,-71.059069
26,30.267153,-97.7430608
27,42.3583231,-71.0619297
28,30.267153,-97.7430608
29,42.2831967,-72.99329689999999
30,42.3198318,-71.61289169999999
31,42.4754623,-71.2064896
32,42.398724,-71.180643
33,42.2512368,-71.1700789
34,41.7867562,-71.2219207
35,42.4072107,-71.3824374
36,42.4027778,-71.05444440000001
37,42.4072107,-71.3824374
38,42.3600825,-71.0588801
39,42.3417762,-71.0869748
40,42.3524171,-71.060316
41,41.69698020000001,-71.14957249999999
42,42.5869476,-71.0228705
43,42.10693330000001,-71.1524408
44,42.2565289,-71.1240559
45,42.2490388,-71.8317004
46,41.64945000000001,-70.289886
47,42.2335218,-72.8796017
48,41.4066887,-70.55222049999999
49,42.3455793,-71.0997866
50,42.3313461,-71.2463017
51,40.4019771,-79.9068046
52,42.3454541,-71.0810685
53,41.9662088,-71.36027729999999
54,42.3370413,-71.20922139999999
55,42.3600825,-71.0588801
56,40.4004712,-79.9024779
57,41.9412375,-71.3477884
58,42.42363290000001,-71.1769547
59,42.338942,-71.1548882
60,42.4072107,-71.3824374
61,42.338942,-71.1548882
62,42.3502613,-71.13025600000002
63,42.3244807,-71.10093839999999
64,42.3097365,-71.1151431
65,42.2939652,-71.7712075
66,41.7014912,-71.1550451
67,42.39815,-71.1064706
68,42.4072107,-71.3824374
69,38.9703768,-95.2362682
70,42.1276832,-71.5201393
71,42.3659669,-71.058635
72,42.3284483,-71.0854325
73,42.3505887,-71.0765653
74,42.080003,-71.3931825
75,42.4072107,-71.3824374
76,42.426492,-71.6973924
77,42.1099885,-73.35514359999999
78,42.3943882,-71.1178588
79,42.34885450000001,-71.0881507
80,42.4664118,-71.1360065
81,42.1099885,-73.35514359999999
82,42.5557722,-71.3030112
83,42.443678,-71.420411
84,42.1099885,-73.35514359999999
85,42.4517035,-71.1295567
86,42.4487019,-71.877296
87,42.4072107,-71.3824374
88,42.4072107,-71.3824374
89,42.3481724,-71.06877399999999
90,42.1132377,-71.6547507
91,42.0106466,-71.2109217
92,42.4026464,-71.13600149999999
93,40.7907063,-73.9535132
94,42.3240969,-71.0641998
95,42.6242251,-73.1174344
96,42.34535839999999,-72.8988069
97,42.4072107,-71.3824374
98,42.1260656,-71.2976753
99,41.5439255,-70.60339189999999
100,42.3240969,-71.0641998
101,42.2718952,-71.0660729
102,42.30163049999999,-71.067605
103,42.366519,-71.1345059
104,42.4072107,-71.3824374
105,42.4072107,-71.3824374
106,42.366519,-71.1345059
107,42.1746315,-71.19470110000002
108,41.6407185,-71.0505893
109,42.4072107,-71.3824374
110,42.2125423,-72.19118499999999
111,42.4072107,-71.3824374
112,42.3640573,-71.10114589999999
113,42.4072107,-71.3824374
114,42.2892553,-71.0632085
115,42.3228906,-71.1425539
116,42.4072107,-71.3824374
117,42.2992844,-71.0646557
118,42.4476979,-71.2281161
119,42.4487941,-70.9608099
120,42.3337186,-71.0725726
121,42.4072107,-71.3824374
122,42.4072107,-71.3824374
123,42.2565289,-71.1240559
124,42.4211198,-71.0676361
125,42.4072107,-71.3824374
126,42.4072107,-71.3824374
127,42.4072107,-71.3824374
128,42.4072107,-71.3824374
129,42.4072107,-71.3824374
130,42.4072107,-71.3824374
131,42.3311111,-71.08
132,42.4072107,-71.3824374
133,42.4072107,-71.3824374
134,42.4072107,-71.3824374
135,42.3270165,-71.06681569999999
136,42.3270427,-71.06677429999999
137,42.4072107,-71.3824374
138,42.4072107,-71.3824374
139,42.39173599999999,-71.56613899999999
140,42.359595,-71.062193
141,41.7938406,-71.1448516
142,42.30163049999999,-71.067605
143,42.4072107,-71.3824374
144,42.1633036,-71.14243789999999
145,42.30525000000001,-71.059195
146,42.4072107,-71.3824374
147,42.3331034,-71.1705686
148,41.6511722,-70.29283889999999
149,41.3603726,-72.1080277
150,42.6525793,-73.7562317
151,42.0789574,-72.51877499999999
152,42.3009884,-71.4299364
153,42.3023604,-71.05477359999999
154,42.5681616,-70.9380801
155,42.2846328,-72.4150652
156,42.4072107,-71.3824374
157,42.4072107,-71.3824374
158,42.4070298,-71.0836605
159,42.36592,-73.116214
160,41.9046305,-70.2408325
161,42.2921141,-71.6955849
162,42.4072107,-71.3824374
163,42.4072107,-71.3824374
164,42.53249599999999,-71.4408129
165,42.4072107,-71.3824374
166,42.4072107,-71.3824374
167,42.3533808,-71.06423749999999
168,42.1459554,-70.8447229
169,42.3889953,-71.69081419999999
170,42.1398804,-71.516476
171,42.1320318,-71.117998
172,42.4072107,-71.3824374
173,42.3490706,-71.06914119999999
174,42.3889953,-71.69081419999999
175,42.3600825,-71.0588801
176,42.3415112,-71.5497437
177,35.8425769,-83.58107679999999
178,42.4072107,-71.3824374
179,42.3320266,-71.0970851
180,42.35229349999999,-71.06600329999999
181,42.4072107,-71.3824374
182,42.4072107,-71.3824374
183,42.0985964,-72.6087689
184,42.33941009999999,-71.079757
185,42.0985964,-72.6087689
186,42.3394053,-71.0797539
187,42.314383,-72.6883097
188,42.4072107,-71.3824374
189,42.7715423,-71.09293
190,42.4072107,-71.3824374
191,42.5704956,-70.9442194
192,41.6371157,-70.9046654
193,42.3787149,-71.0671291
194,42.4072107,-71.3824374
195,42.4072107,-71.3824374
196,42.6809721,-71.3599249
197,42.4072107,-71.3824374
198,42.4072107,-71.3824374
199,42.5117085,-71.2287892
200,42.4072107,-71.3824374
201,42.4072107,-71.3824374
202,42.4072107,-71.3824374
203,42.5712209,-71.37988880000002
204,42.4072107,-71.3824374
205,42.5000919,-71.5828444
206,42.30525000000001,-71.059195
207,42.3026206,-71.111486
208,42.2293859,-71.1823229
209,42.1769407,-71.1919024
210,42.4754623,-71.2064896
211,42.1584324,-71.1447732
212,42.4072107,-71.3824374
213,42.4253985,-71.19320689999999
214,42.6242251,-73.1174344
215,42.308532,-71.1158162
216,42.2921141,-71.6955849
217,42.6312735,-71.9100914
218,42.6525793,-73.7562317
219,42.3973914,-71.35148819999999
220,42.4072107,-71.3824374
221,38.9152108,-77.0546317
222,42.4072107,-71.3824374
223,42.4072107,-71.3824374
224,42.34230549999999,-71.1434896
225,42.3812111,-71.12016559999999
226,42.4072107,-71.3824374
227,42.6242251,-73.1174344
228,42.5800929,-71.798458
229,42.4072107,-71.3824374
230,42.3366467,-71.0894067
231,42.3479338,-71.5530378
232,42.352177,-71.605676
233,42.4072107,-71.3824374
234,42.3416775,-71.0832856
235,42.4072107,-71.3824374
236,42.2125423,-72.19118499999999
237,42.3143785,-71.083413
238,39.269667,-74.5884102
239,42.4072107,-71.3824374
240,42.3600825,-71.0588801
241,41.889422,-71.3342234
242,40.0059862,-74.2495016
243,42.4072107,-71.3824374
244,42.34535839999999,-72.8988069
245,42.4072107,-71.3824374
246,42.4072107,-71.3824374
247,42.4072107,-71.3824374
248,41.889422,-71.3342234
249,43.0730517,-89.4012302
250,42.63535830000001,-71.3538186
251,42.4072107,-71.3824374
252,42.4072107,-71.3824374
253,42.2874673,-71.14963259999999
254,42.4072107,-71.3824374
255,42.4072107,-71.3824374
256,42.6525793,-73.7562317
257,42.5336044,-71.7830152
258,42.2921141,-71.6955849
259,42.53249599999999,-71.4408129
260,42.027118,-71.452153
261,42.3240969,-71.0641998
262,42.2736192,-71.0638676
263,42.3240969,-71.0641998
264,42.30163049999999,-71.067605
265,42.114947,-71.10107599999999
266,42.2718952,-71.0660729
267,42.3600825,-71.0588801
268,42.34535839999999,-72.8988069
269,42.0776416,-72.0513302
270,42.15620759999999,-71.03577829999999
271,42.4072107,-71.3824374
272,42.4072107,-71.3824374
273,42.4072107,-71.3824374
274,42.2744966,-71.7452102
275,42.4072107,-71.3824374
276,42.1740193,-71.13610179999999
277,42.4072107,-71.3824374
278,42.3649707,-72.63692209999999
279,42.36592,-73.116214
280,42.34535839999999,-72.8988069
281,42.4072107,-71.3824374
282,42.3427056,-71.153455
283,42.4072107,-71.3824374
284,42.4026464,-71.13600149999999
285,42.401688,-71.1278185
286,42.4072107,-71.3824374
287,42.3077598,-71.0598749
288,42.4072107,-71.3824374
289,42.4072107,-71.3824374
290,42.12783719999999,-72.627833
291,42.23151,-71.7896932
292,42.4072107,-71.3824374
293,42.4072107,-71.3824374
294,42.3782065,-71.0602131
295,42.34623029999999,-71.0875375
296,42.34623029999999,-71.0875375
297,42.34623029999999,-71.0875375
298,42.34252499999999,-71.769407
299,42.61049250000001,-70.65200540000001
300,42.3282698,-71.0723567
301,42.3560074,-71.05679599999999
302,42.4072107,-71.3824374
303,42.3978157,-71.0365295
304,42.4072107,-71.3824374
305,42.3621846,-71.0986535
306,42.1864385,-72.6082456
307,41.9633951,-71.2399037
308,42.1563337,-71.9643849
309,41.7945485,-70.544202
310,42.3282698,-71.0723567
311,42.4072107,-71.3824374
312,42.4072107,-71.3824374
313,42.34190400000001,-71.098688
314,42.4072107,-71.3824374
315,42.3512244,-71.0756608
316,42.4072107,-71.3824374
317,42.3994529,-71.13222329999999
318,42.4072107,-71.3824374
319,42.3283531,-71.7550988
320,42.2917663,-70.87449
321,42.4072107,-71.3824374
322,42.4072107,-71.3824374
323,42.34819239999999,-71.0816562
324,42.3619858,-71.0528875
325,42.3729519,-73.3676804
326,42.3455793,-71.0997866
327,39.9611755,-82.99879419999999
328,42.4072107,-71.3824374
329,42.3295418,-71.6290704
330,42.6245685,-71.1577787
331,42.2953161,-71.7164071
332,41.7014912,-71.1550451
333,42.3511981,-71.1753701
334,42.3036649,-71.3808715
335,42.39173599999999,-71.56613899999999
336,42.4072107,-71.3824374
337,32.739552,-117.043816
338,42.4072107,-71.3824374
339,42.4072107,-71.3824374
340,42.3311111,-71.08
341,42.4333028,-71.2086436
342,42.3692633,-71.1103895
343,42.3530616,-71.0634384
344,42.6767447,-70.8446771
345,42.12783719999999,-72.627833
346,42.4072107,-71.3824374
347,41.72865729999999,-70.0424507
348,42.5045936,-70.8699084
349,42.12768670000001,-71.13144199999999
350,42.30163049999999,-71.067605
351,42.4072107,-71.3824374
352,42.4072107,-71.3824374
353,42.08218189999999,-72.00614279999999
354,42.4072107,-71.3824374
355,42.7250918,-70.99116590000001
356,42.4072107,-71.3824374
357,42.4072107,-71.3824374
358,42.4072107,-71.3824374
359,42.4072107,-71.3824374
360,42.4072107,-71.3824374
361,42.4072107,-71.3824374
362,42.4072107,-71.3824374
363,42.4072107,-71.3824374
364,42.10980139999999,-72.0697598
365,42.4072107,-71.3824374
366,42.7250918,-70.99116590000001
367,42.7250918,-70.99116590000001
368,42.2565289,-71.1240559
369,42.4072107,-71.3824374
370,42.4144971,-72.7906761
371,42.4072107,-71.3824374
372,42.1915196,-70.739544
373,42.349122,-71.074868
374,42.4072107,-71.3824374
375,42.4072107,-71.3824374
376,42.5399956,-71.4974864
377,41.6905975,-69.9709549
378,42.34623029999999,-71.0875375
