confidence,file_name,transcript
0.63704741,sample786-25818-20200501-0442.wav,Thursday
0.764874279,sample116-25818-20200501-0941.wav,returning from the second alarm to go off in fact about
0.692421913,sample92-25818-20200501-0941.wav,having a t show jokes to 19219 South Street
0.643081725,sample635-25818-20200501-1439.wav,but I'm trying to we went through a window we found a party took social housing waiting for the window
0.6099497079999999,sample697-25818-20200501-0243.wav,407
0.912838638,sample167-25818-20200501-1040.wav,all right
0.7529844640000001,sample271-25818-20200501-1509.wav,take any chance go ahead
0.7116595509999999,sample1243-25818-20200501-1310.wav,today
0.787601352,sample396-25818-20200501-1140.wav,CMS said that they were told by somebody up here that they were up and they walked off and went downstairs that needs to be fine at least jumped on
0.7223372459999999,sample217-25818-20200501-0612.wav,for calling Broadway
0.659736931,sample52-25818-20200501-1240.wav,495 North despite a 13 sat on the 1st and 2nd traveling
0.7701449990000001,sample851-25818-20200501-0044.wav,we'll see what time did you see them on Broad Street 3 a.m. I have that thank you
0.7502813340000001,sample611-25818-20200501-0313.wav,for what
0.8377996090000001,sample611-25818-20200501-0313.wav, callback
0.798531711,sample1022-25818-20200501-0343.wav,all right
0.643718362,sample159-25818-20200501-1040.wav,for the people
0.8109495640000001,sample159-25818-20200501-1040.wav, cancel
0.5167870520000001,sample1035-25818-20200501-1110.wav,killer Tennessee Tech
0.817451775,sample1035-25818-20200501-1110.wav, yes
0.726749361,sample1232-25818-20200501-1310.wav,"Island, 47th Street. Our address is 7173 Highland, 373 Highland Avenue"
0.590824127,sample463-25818-20200501-0841.wav,Charlie 421 else
0.63337636,sample1097-25818-20200501-0811.wav,Thursday
0.664872348,sample412-25818-20200501-1140.wav,not having spring for something else I'll
0.6528388860000001,sample882-25818-20200501-0044.wav,13
0.7114676240000001,sample882-25818-20200501-0044.wav, please request at 2525 Rockdale Circle
0.649085879,sample882-25818-20200501-0044.wav,25
0.689405918,sample755-25818-20200501-1210.wav,yeah she's on her way home by
0.604570866,sample81-25818-20200501-1240.wav,sorry. Let me know if you self
0.8200197220000001,sample644-25818-20200501-1439.wav,that's cool is that $12 Street Hyde Park letter 28 for medical assistance $12 Street Hyde Park new Xbox 3831 River and Ellis Street 1417
0.544733942,sample12-25818-20200501-0413.wav,7113 Oak Street 35414
0.6096339820000001,sample1044-25818-20200501-1110.wav,supposed to happen and 2:40 to 1 to 5:45.
0.827302992,sample820-25818-20200501-0911.wav,all right the process of overhauling we have three lines ones closest to 37th North Street as well on the beach side of the building that's been locked on second floor expensive there as well with all companies were
0.8469858170000001,sample315-25818-20200501-1509.wav,what happened to medicube response 30 Adams Ave General sickness and into meta 2:30 out of Staff General sickness check the brakes just box 3211 Lexington Street at Milton Street
0.693326175,sample1290-25818-20200501-1310.wav,watch that there are a couple of homeless body's findings when speaking on at the plane those okay walk over here see what
0.7023255829999999,sample503-25818-20200501-0113.wav,and call you I don't know if your videos cutting out I'm sure they have that beautiful
0.67419678,sample1203-25818-20200501-0741.wav,Alpha
0.8434619309999999,sample345-25818-20200501-0712.wav,342 Hanover Street looks like an angry customer white male Verizon gray jacket Buju crash in a store
0.737098038,sample345-25818-20200501-0712.wav, and I called them said it was a homeless mail in her walk we would be shedding and no further information as of now just now went in the call center before
0.6634998320000001,sample1173-25818-20200501-0741.wav,Backstreet apartments ratings
0.912838638,sample561-25818-20200501-1409.wav,hold on
0.912838578,sample452-25818-20200501-0841.wav,919-329-0833
0.668423772,sample240-25818-20200501-0213.wav,yes sir Apartments off
0.735654771,sample374-25818-20200501-1140.wav,check something okay thanks. See you at
0.721121907,sample979-25818-20200501-0143.wav,one medium see 19554
